id,order_id,item_name,quantity,unit_price
129,41,Chicken Enchiladas,2,18.72
130,41,Guacamole Chips,1,12.17
131,43,Quesadilla,1,9.59
132,43,Tacos,3,21.65
133,43,Tacos,1,20.74
134,43,Chicken Enchiladas,1,16.64
135,43,Chicken Enchiladas,2,11.15
136,44,Tacos,2,15.57
137,44,Chicken Enchiladas,1,17.83
138,44,Tacos,1,18.07
139,44,Quesadilla,2,8.32
140,44,Tacos,3,21.80
141,45,Tom Yum Soup,1,12.85
142,45,Pad Thai,2,10.99
143,45,Satay Skewers,1,8.46
144,45,Pad Thai,3,8.30
145,45,Satay Skewers,3,18.92
146,45,Tom Yum Soup,1,19.42
147,46,Margherita Pizza,2,17.13
148,46,Pesto Pasta,3,21.18
149,46,Margherita Pizza,3,15.59
150,47,Veggie Dumplings,1,20.29
151,47,Kung Pao Chicken,1,18.66
152,47,Veggie Dumplings,2,17.02
153,47,Spring Rolls,2,17.06
154,47,Veggie Dumplings,3,19.43
155,47,General Tso Bowl,3,12.76
156,48,Pad Thai,2,18.02
157,48,Satay Skewers,1,12.71
158,49,Loaded Burger,3,8.55
159,49,Smash Burger,3,17.00
160,50,Loaded Fries,1,13.66
161,51,Loaded Burger,1,8.62
162,51,Loaded Burger,2,13.67
163,52,Pho Bowl,3,20.94
164,52,Pho Bowl,3,17.88
165,52,Rice Noodles,1,16.01
166,53,Satay Skewers,3,14.65
167,56,Smash Burger,1,14.37
168,56,Cheeseburger,1,7.76
169,56,Smash Burger,2,21.56
170,56,Cheeseburger,1,16.47
171,56,Onion Rings,1,9.46
172,56,Cheeseburger,1,11.93
173,57,Smash Burger,3,11.01
174,57,Onion Rings,3,13.31
175,57,Chicken Burger,3,16.82
176,57,Onion Rings,1,15.66
177,57,Chicken Burger,2,10.60
178,57,Smash Burger,2,14.56
179,58,Vietnamese Iced Coffee,1,8.65
180,58,Rice Noodles,1,9.40
181,59,Guacamole Chips,3,18.51
182,60,Caesar Salad,2,17.51
183,60,BBQ Wings,3,16.45
184,60,BBQ Wings,2,12.57
185,61,Pesto Pasta,3,17.36
186,61,Lasagna,1,9.16
187,61,Margherita Pizza,3,18.59
188,61,Lasagna,2,10.21
189,64,Chicken Enchiladas,3,17.94
190,64,Chicken Enchiladas,3,12.32
191,64,Tacos,1,9.58
192,64,Tacos,1,15.94
193,64,Quesadilla,1,18.65
194,64,Guacamole Chips,2,11.42
195,65,Biryani,3,16.72
196,66,Biryani,2,7.60
197,66,Butter Chicken,1,9.52
198,66,Chana Masala,2,13.20
199,66,Biryani,3,17.08
200,66,Masala Dosa,2,13.27
201,67,Chicken Enchiladas,2,16.04
202,67,Quesadilla,1,13.54
203,67,Tacos,2,20.32
204,67,Guacamole Chips,3,21.76
205,67,Quesadilla,2,7.98
206,69,Caesar Salad,1,12.58
207,70,Paneer Tikka,2,10.37
208,70,Chana Masala,3,13.06
209,70,Biryani,3,13.64
210,70,Paneer Tikka,2,13.86
211,70,Butter Chicken,3,15.64
212,71,Greek Bowl,1,15.70
213,71,Shawarma Plate,1,12.12
214,71,Falafel Wrap,3,12.84
215,71,Shawarma Plate,3,7.61
216,71,Greek Bowl,2,9.09
217,71,Cucumber Salad,1,14.16
218,74,Banh Mi,2,11.82
219,74,Pho Bowl,2,16.34
220,75,Rice Noodles,3,19.74
221,75,Rice Noodles,2,16.31
222,77,Loaded Burger,2,13.46
223,78,Miso Soup,1,11.80
224,78,Sushi Combo,2,20.10
225,78,Sushi Combo,3,10.69
226,78,Sushi Combo,1,18.90
227,79,Biryani,3,9.25
228,79,Chana Masala,3,15.98
229,79,Chana Masala,1,19.51
230,79,Biryani,2,15.83
231,79,Biryani,1,15.78
232,79,Biryani,2,11.30
233,80,Thai Basil Noodles,3,19.55
234,80,Thai Basil Noodles,1,9.60
235,80,Pad Thai,3,12.23
236,80,Satay Skewers,1,16.22
237,80,Satay Skewers,3,20.97
238,80,Thai Basil Noodles,3,19.27
239,81,Spring Rolls,3,19.86
240,81,Fried Rice,1,11.09
241,81,Kung Pao Chicken,1,21.87
242,81,Spring Rolls,2,9.36
243,81,Veggie Dumplings,1,19.89
244,81,Kung Pao Chicken,2,12.21
245,83,Thai Basil Noodles,2,10.28
246,83,Satay Skewers,2,12.35
247,83,Thai Basil Noodles,1,19.87
248,83,Green Curry,1,11.02
249,83,Pad Thai,2,11.51
250,85,Miso Soup,2,12.99
251,85,Salmon Roll,1,17.92
252,85,Teriyaki Bowl,3,8.29
253,86,Pho Bowl,1,20.42
254,87,Biryani,1,9.46
255,87,Butter Chicken,1,18.07
256,87,Masala Dosa,2,19.86
257,87,Biryani,3,17.68
258,87,Masala Dosa,1,12.26
259,87,Biryani,3,17.26
260,89,Masala Dosa,1,15.50
261,89,Masala Dosa,1,20.79
262,89,Chana Masala,1,21.10
263,89,Biryani,3,12.69
264,89,Biryani,1,11.23
265,90,Quesadilla,2,13.09
266,90,Burrito Bowl,1,10.71
267,90,Chicken Enchiladas,3,12.84
268,91,Teriyaki Bowl,2,20.32
269,91,Teriyaki Bowl,2,9.77
270,93,Veggie Dumplings,1,19.85
271,93,Veggie Dumplings,2,14.09
272,94,Tacos,2,13.35
273,94,Burrito Bowl,1,11.84
274,94,Guacamole Chips,3,15.84
275,94,Chicken Enchiladas,3,17.48
276,95,Guacamole Chips,3,19.47
277,95,Burrito Bowl,3,18.90
278,97,Tom Yum Soup,3,17.69
279,98,Pesto Pasta,3,19.89
280,98,Caprese Salad,3,21.31
281,98,Pesto Pasta,3,8.79
282,98,Caprese Salad,2,20.31
283,99,Butter Chicken,2,11.29
284,101,Falafel Wrap,2,10.49
285,101,Greek Bowl,1,9.73
286,101,Cucumber Salad,2,21.14
287,102,Veggie Dumplings,1,19.24
288,103,Rice Noodles,2,13.58
289,103,Spring Rolls,1,13.96
290,103,Spring Rolls,3,20.06
291,103,Banh Mi,1,10.40
292,103,Rice Noodles,1,16.48
293,103,Banh Mi,1,9.46
294,104,Veggie Dumplings,2,13.28
295,104,Kung Pao Chicken,1,10.44
296,104,Kung Pao Chicken,1,7.82
297,104,Veggie Dumplings,2,13.38
298,104,General Tso Bowl,1,18.07
299,108,Kung Pao Chicken,3,20.47
300,108,General Tso Bowl,2,20.93
301,109,Pho Bowl,2,19.83
302,109,Banh Mi,2,16.28
303,110,Lasagna,2,11.09
304,110,Margherita Pizza,1,11.50
305,110,Lasagna,1,8.31
306,110,Pesto Pasta,1,18.08
307,110,Garlic Bread,2,19.25
308,111,Tacos,1,7.92
309,111,Quesadilla,3,20.72
310,111,Tacos,1,9.33
311,111,Quesadilla,2,8.48
312,111,Chicken Enchiladas,3,18.98
313,112,Falafel Wrap,1,14.04
314,112,Hummus Platter,1,17.03
315,112,Hummus Platter,2,8.25
316,112,Greek Bowl,1,13.83
317,112,Shawarma Plate,2,17.01
318,112,Cucumber Salad,2,18.01
319,113,Kung Pao Chicken,2,16.75
320,114,Masala Dosa,2,19.38
321,114,Masala Dosa,1,16.46
322,114,Chana Masala,1,20.83
323,114,Butter Chicken,2,12.68
324,115,Rice Noodles,1,15.23
325,115,Vietnamese Iced Coffee,1,18.86
326,115,Vietnamese Iced Coffee,3,9.64
327,116,Chana Masala,1,10.09
328,116,Biryani,3,8.08
329,117,Chicken Burger,3,12.44
330,117,Onion Rings,3,11.56
331,118,Loaded Fries,3,17.94
332,118,Chicken Sandwich,1,14.49
333,118,Chicken Sandwich,2,15.76
334,118,Classic Burger,1,8.94
335,119,Burrito Bowl,1,21.60
336,119,Burrito Bowl,3,14.09
337,119,Chicken Enchiladas,1,10.89
338,119,Quesadilla,3,15.46
339,121,Tempura Udon,1,17.14
340,121,Salmon Roll,2,19.81
341,121,Miso Soup,2,17.49
342,121,Teriyaki Bowl,3,9.68
343,122,Pad Thai,3,21.49
344,122,Thai Basil Noodles,2,17.50
345,122,Green Curry,3,12.08
346,122,Pad Thai,2,8.97
347,123,Hummus Platter,1,20.54
348,123,Shawarma Plate,3,11.17
349,123,Hummus Platter,3,14.04
350,123,Hummus Platter,1,12.69
351,123,Greek Bowl,1,9.58
352,123,Shawarma Plate,1,12.93
353,124,Fried Rice,3,19.18
354,124,Spring Rolls,3,13.01
355,124,Veggie Dumplings,1,18.16
356,124,Kung Pao Chicken,3,15.27
357,125,Teriyaki Bowl,1,21.56
358,126,Sushi Combo,2,13.88
359,127,Margherita Pizza,2,14.73
360,127,Garlic Bread,2,14.82
361,127,Garlic Bread,2,7.67
362,127,Caprese Salad,1,19.08
363,127,Margherita Pizza,2,16.34
364,127,Caprese Salad,3,17.35
365,128,Falafel Wrap,3,18.53
366,128,Greek Bowl,1,18.85
367,128,Shawarma Plate,2,11.21
368,129,Hummus Platter,2,13.65
369,129,Hummus Platter,1,21.15
370,130,Tempura Udon,3,12.06
371,130,Teriyaki Bowl,2,10.16
372,130,Miso Soup,2,12.09
373,130,Teriyaki Bowl,1,20.63
374,132,Thai Basil Noodles,1,7.75
375,132,Pad Thai,2,12.53
376,132,Pad Thai,1,19.16
377,132,Green Curry,1,16.92
378,132,Thai Basil Noodles,3,20.86
379,132,Green Curry,3,11.62
380,134,Kung Pao Chicken,2,20.81
381,134,General Tso Bowl,1,8.11
382,134,Spring Rolls,2,12.05
383,134,Spring Rolls,2,10.85
384,134,Veggie Dumplings,2,17.12
385,135,Banh Mi,3,13.38
386,135,Rice Noodles,3,11.77
387,136,Green Curry,1,13.71
388,138,Burrito Bowl,2,17.05
389,138,Chicken Enchiladas,3,7.89
390,138,Chicken Enchiladas,2,8.90
391,138,Tacos,3,9.04
392,138,Chicken Enchiladas,1,8.13
393,138,Chicken Enchiladas,3,19.76
394,139,Smash Burger,3,19.82
395,139,Cheeseburger,3,8.71
396,139,Smash Burger,1,21.18
397,139,Smash Burger,1,12.86
398,141,Lasagna,3,17.04
399,141,Margherita Pizza,3,12.86
400,142,Paneer Tikka,2,15.33
401,142,Chana Masala,2,21.78
402,142,Biryani,1,9.00
403,142,Chana Masala,1,15.14
404,142,Biryani,3,15.24
405,142,Masala Dosa,2,21.74
406,143,Banh Mi,3,7.51
407,143,Vietnamese Iced Coffee,1,15.71
408,143,Rice Noodles,2,13.87
409,144,Tempura Udon,2,11.02
410,144,Sushi Combo,3,12.21
411,144,Miso Soup,3,13.28
412,144,Miso Soup,3,11.98
413,145,Kung Pao Chicken,3,13.77
414,146,Veggie Dumplings,1,11.77
415,146,Veggie Dumplings,1,16.29
416,146,General Tso Bowl,1,10.08
417,146,Veggie Dumplings,1,7.75
418,146,Kung Pao Chicken,1,11.59
419,147,Chicken Enchiladas,2,15.16
420,147,Burrito Bowl,2,18.05
421,147,Chicken Enchiladas,3,18.62
422,147,Burrito Bowl,1,14.28
423,147,Chicken Enchiladas,2,9.71
424,147,Guacamole Chips,3,16.28
425,148,Chana Masala,2,15.79
426,149,Chana Masala,1,16.88
427,149,Chana Masala,3,10.37
428,150,Garlic Bread,1,8.32
429,150,Caprese Salad,2,13.40
430,151,Tacos,3,7.53
431,151,Burrito Bowl,2,20.98
432,151,Tacos,3,12.35
433,151,Chicken Enchiladas,2,10.22
434,151,Burrito Bowl,1,12.13
435,152,Margherita Pizza,2,19.16
436,152,Lasagna,1,20.26
437,152,Pesto Pasta,3,17.72
438,153,Loaded Fries,3,17.42
439,153,Caesar Salad,3,9.96
440,153,BBQ Wings,3,8.40
441,153,Caesar Salad,2,15.19
442,153,Caesar Salad,1,19.35
443,153,Caesar Salad,1,19.85
444,154,Teriyaki Bowl,3,21.80
445,156,Teriyaki Bowl,3,16.28
446,156,Miso Soup,3,18.87
447,156,Teriyaki Bowl,1,19.23
448,156,Miso Soup,3,8.70
449,157,Tom Yum Soup,3,9.14
450,157,Thai Basil Noodles,2,10.05
451,158,Caesar Salad,1,11.07
452,158,BBQ Wings,2,21.40
453,158,Classic Burger,1,21.51
454,159,Banh Mi,1,17.06
455,159,Banh Mi,1,20.46
456,162,Spring Rolls,1,8.93
457,162,Spring Rolls,3,18.03
458,162,Veggie Dumplings,2,20.43
459,162,General Tso Bowl,3,16.14
460,162,Kung Pao Chicken,3,14.37
461,162,Kung Pao Chicken,2,21.22
462,163,Onion Rings,2,13.05
463,164,Margherita Pizza,2,18.38
464,164,Lasagna,3,9.91
465,164,Garlic Bread,3,8.95
466,164,Lasagna,1,18.59
467,165,Chana Masala,1,14.23
468,165,Masala Dosa,2,9.18
469,165,Chana Masala,3,9.09
470,167,Thai Basil Noodles,2,15.85
471,167,Thai Basil Noodles,3,11.06
472,168,Quesadilla,2,17.01
473,169,Smash Burger,3,17.23
474,169,Smash Burger,3,13.13
475,169,Loaded Burger,3,21.23
476,169,Onion Rings,3,13.04
477,169,Smash Burger,3,20.03
478,170,Tempura Udon,1,9.49
479,170,Miso Soup,1,11.94
480,170,Tempura Udon,3,15.64
481,171,Smash Burger,2,12.20
482,171,Chicken Burger,2,17.16
483,172,Butter Chicken,2,18.13
484,172,Paneer Tikka,3,19.91
485,172,Butter Chicken,2,11.36
486,173,Caesar Salad,1,18.51
487,174,Caprese Salad,2,16.00
488,174,Lasagna,1,18.51
489,174,Garlic Bread,3,13.21
490,175,Kung Pao Chicken,3,7.56
491,175,Spring Rolls,2,11.92
492,177,Masala Dosa,2,15.55
493,177,Chana Masala,3,11.59
494,177,Biryani,1,21.23
495,177,Paneer Tikka,3,19.05
496,177,Biryani,1,13.42
497,177,Paneer Tikka,2,19.58
498,178,Chicken Burger,3,12.44
499,179,Satay Skewers,3,15.87
500,179,Thai Basil Noodles,1,21.86
501,179,Tom Yum Soup,3,15.19
502,179,Tom Yum Soup,2,12.05
503,180,Chicken Burger,1,17.05
504,180,Chicken Burger,2,20.11
505,180,Loaded Burger,1,9.20
506,183,Falafel Wrap,1,13.24
507,183,Shawarma Plate,1,13.21
508,183,Greek Bowl,3,16.17
509,184,Burrito Bowl,1,19.59
510,184,Tacos,2,15.20
511,185,Biryani,2,14.99
512,185,Paneer Tikka,1,15.51
513,185,Chana Masala,3,15.50
514,185,Butter Chicken,2,14.45
515,185,Chana Masala,3,10.91
516,185,Chana Masala,3,14.32
517,186,Classic Burger,3,12.51
518,186,Chicken Sandwich,1,9.65
519,186,Caesar Salad,2,20.68
520,187,Margherita Pizza,1,10.57
521,187,Lasagna,3,13.12
522,187,Caprese Salad,1,16.03
523,187,Garlic Bread,2,16.79
524,188,Falafel Wrap,2,13.08
525,188,Falafel Wrap,3,11.26
526,188,Cucumber Salad,1,19.39
527,190,Chicken Burger,3,19.66
528,190,Loaded Burger,2,13.96
529,190,Cheeseburger,3,18.46
530,190,Cheeseburger,3,9.20
531,190,Onion Rings,1,13.47
532,191,Pho Bowl,1,9.13
533,191,Banh Mi,2,12.86
534,191,Pho Bowl,1,10.83
535,191,Spring Rolls,2,21.18
536,191,Spring Rolls,1,16.16
537,191,Pho Bowl,2,14.47
538,192,Greek Bowl,2,15.54
539,192,Shawarma Plate,2,9.87
540,192,Falafel Wrap,2,9.54
541,195,Pesto Pasta,1,12.16
542,195,Lasagna,3,16.10
543,195,Caprese Salad,1,12.04
544,195,Caprese Salad,1,10.15
545,195,Pesto Pasta,1,16.27
546,195,Lasagna,1,10.60
547,196,Spring Rolls,2,18.92
548,196,Spring Rolls,2,11.93
549,196,Vietnamese Iced Coffee,2,15.29
550,197,Loaded Fries,2,16.10
551,197,BBQ Wings,2,12.20
552,197,Classic Burger,1,15.20
553,197,Loaded Fries,1,14.54
554,198,Pad Thai,1,11.64
555,200,Loaded Burger,1,8.96
556,200,Chicken Burger,1,7.55
557,200,Smash Burger,2,9.34
558,200,Smash Burger,1,20.90
559,200,Cheeseburger,3,18.72
560,202,Tacos,3,9.56
561,202,Guacamole Chips,2,9.76
562,204,Quesadilla,3,16.75
563,206,Banh Mi,3,12.49
564,206,Spring Rolls,3,17.22
565,206,Rice Noodles,2,9.96
566,206,Rice Noodles,3,11.90
567,207,Biryani,1,17.76
568,207,Biryani,1,13.35
569,208,Chicken Enchiladas,2,14.55
570,209,Chana Masala,1,13.96
571,209,Butter Chicken,2,20.69
572,209,Chana Masala,3,8.18
573,209,Biryani,3,8.84
574,209,Masala Dosa,2,11.92
575,210,Masala Dosa,1,18.51
576,210,Paneer Tikka,2,18.62
577,210,Biryani,2,20.08
578,211,Loaded Fries,1,19.50
579,211,Caesar Salad,1,12.63
580,211,Loaded Fries,3,19.10
581,211,BBQ Wings,2,10.37
582,213,Spring Rolls,3,10.43
583,213,Spring Rolls,1,14.53
584,214,Chana Masala,1,10.70
585,214,Butter Chicken,3,10.64
586,214,Butter Chicken,1,17.41
587,217,Paneer Tikka,3,15.00
588,217,Chana Masala,1,13.65
589,217,Butter Chicken,3,14.33
590,217,Chana Masala,1,19.19
591,221,Chicken Burger,1,12.58
592,221,Smash Burger,2,15.32
593,221,Smash Burger,1,11.61
594,222,BBQ Wings,2,10.15
595,222,Classic Burger,2,10.11
596,222,Caesar Salad,3,11.90
597,222,Loaded Fries,3,10.56
598,222,Loaded Fries,3,10.76
599,224,Cucumber Salad,1,8.96
600,224,Cucumber Salad,1,12.63
601,224,Shawarma Plate,1,11.71
602,224,Shawarma Plate,2,8.76
603,227,Vietnamese Iced Coffee,2,18.19
604,227,Banh Mi,3,19.15
605,227,Rice Noodles,1,21.71
606,227,Banh Mi,1,19.22
607,227,Banh Mi,3,16.21
608,227,Spring Rolls,2,16.56
609,228,Vietnamese Iced Coffee,2,21.49
610,229,Quesadilla,1,16.28
611,229,Chicken Enchiladas,3,18.88
612,229,Burrito Bowl,1,8.19
613,230,Chana Masala,3,12.40
614,230,Paneer Tikka,3,7.74
615,230,Paneer Tikka,3,17.71
616,230,Paneer Tikka,1,17.64
617,231,Chicken Burger,3,13.40
618,231,Chicken Burger,2,20.53
619,232,Banh Mi,3,11.75
620,232,Spring Rolls,3,21.01
621,232,Rice Noodles,2,16.42
622,232,Rice Noodles,3,14.09
623,232,Spring Rolls,2,9.96
624,232,Spring Rolls,2,12.23
625,233,Tempura Udon,2,18.36
626,233,Teriyaki Bowl,3,18.18
627,233,Tempura Udon,1,10.08
628,233,Salmon Roll,2,18.23
629,233,Miso Soup,3,15.26
630,234,Butter Chicken,1,11.81
631,234,Chana Masala,1,16.71
632,235,Miso Soup,1,14.15
633,236,Greek Bowl,3,15.12
634,236,Greek Bowl,2,19.18
635,236,Greek Bowl,1,13.63
636,236,Hummus Platter,3,21.83
637,236,Cucumber Salad,1,8.70
638,236,Hummus Platter,3,7.93
639,237,Spring Rolls,3,12.42
640,237,General Tso Bowl,3,9.14
641,237,Kung Pao Chicken,3,11.04
642,238,Miso Soup,3,8.65
643,240,Fried Rice,3,7.66
644,240,Kung Pao Chicken,3,18.95
645,240,Spring Rolls,3,19.68
646,240,Kung Pao Chicken,2,14.24
647,241,Pho Bowl,2,12.04
648,241,Rice Noodles,2,20.81
649,241,Rice Noodles,1,10.68
650,241,Spring Rolls,1,16.54
651,241,Spring Rolls,3,14.77
652,244,Cheeseburger,3,14.19
653,244,Cheeseburger,3,12.09
654,244,Smash Burger,3,13.18
655,245,Cheeseburger,1,15.79
656,245,Chicken Burger,1,7.65
657,245,Chicken Burger,1,19.78
658,245,Onion Rings,2,9.44
659,245,Loaded Burger,2,9.25
660,246,Masala Dosa,1,15.77
661,246,Chana Masala,2,19.40
662,246,Butter Chicken,3,17.83
663,246,Butter Chicken,2,12.22
664,246,Paneer Tikka,2,10.56
665,247,Caprese Salad,1,13.27
666,247,Lasagna,3,18.95
667,247,Garlic Bread,2,10.46
668,248,Masala Dosa,1,20.68
669,248,Butter Chicken,1,17.44
670,248,Chana Masala,3,16.13
671,248,Chana Masala,1,10.51
672,248,Paneer Tikka,3,8.37
673,249,Pad Thai,3,12.31
674,249,Tom Yum Soup,2,8.80
675,249,Tom Yum Soup,2,17.09
676,249,Pad Thai,3,12.31
677,250,Miso Soup,2,10.95
678,250,Miso Soup,3,10.18
679,250,Sushi Combo,1,8.96
680,250,Sushi Combo,1,13.16
681,250,Tempura Udon,1,17.00
682,250,Tempura Udon,1,14.29
683,251,Veggie Dumplings,2,7.91
684,251,Veggie Dumplings,3,16.06
685,251,General Tso Bowl,2,7.57
686,251,Veggie Dumplings,2,10.05
687,251,Kung Pao Chicken,2,19.12
688,251,Fried Rice,1,19.26
689,254,Shawarma Plate,1,8.00
690,256,Cheeseburger,3,21.89
691,256,Onion Rings,2,16.64
692,256,Smash Burger,2,15.21
693,256,Loaded Burger,2,19.43
694,257,Falafel Wrap,2,21.37
695,257,Falafel Wrap,1,17.14
696,257,Cucumber Salad,1,9.45
697,257,Hummus Platter,1,11.30
698,257,Shawarma Plate,2,10.50
699,259,Green Curry,3,20.06
700,259,Tom Yum Soup,3,11.23
701,259,Tom Yum Soup,2,9.17
702,259,Thai Basil Noodles,1,16.02
703,259,Green Curry,1,15.78
704,259,Thai Basil Noodles,1,13.52
705,260,Satay Skewers,2,17.51
706,262,Chana Masala,3,21.40
707,262,Butter Chicken,3,10.00
708,262,Chana Masala,3,18.49
709,263,Biryani,3,14.83
710,263,Biryani,2,18.36
711,263,Biryani,1,19.82
712,263,Paneer Tikka,2,15.24
713,263,Masala Dosa,1,19.68
714,264,Salmon Roll,2,11.33
715,264,Teriyaki Bowl,1,16.74
716,264,Miso Soup,3,21.32
717,265,Pad Thai,1,18.41
718,265,Tom Yum Soup,3,18.53
719,265,Pad Thai,1,11.89
720,265,Green Curry,3,14.76
721,265,Thai Basil Noodles,1,14.80
722,267,Green Curry,3,14.27
723,267,Tom Yum Soup,3,10.70
724,267,Green Curry,1,13.33
725,267,Satay Skewers,2,7.70
726,268,Biryani,1,10.85
727,268,Butter Chicken,3,7.68
728,271,Pad Thai,2,10.28
729,271,Satay Skewers,1,10.18
730,272,Banh Mi,2,9.42
731,272,Spring Rolls,1,21.47
732,272,Spring Rolls,1,16.94
733,274,Tacos,1,20.38
734,275,Chana Masala,1,17.93
735,275,Biryani,2,14.15
736,275,Butter Chicken,2,18.41
737,275,Butter Chicken,1,8.31
738,276,Miso Soup,3,16.02
739,276,Sushi Combo,1,15.64
740,277,Banh Mi,2,12.85
741,277,Banh Mi,3,16.76
742,277,Pho Bowl,3,14.45
743,277,Rice Noodles,2,8.92
744,278,Chicken Sandwich,1,18.31
745,278,BBQ Wings,2,7.91
746,278,BBQ Wings,2,9.67
747,278,Caesar Salad,2,19.96
748,278,BBQ Wings,2,10.45
749,279,Smash Burger,2,8.63
750,279,Onion Rings,2,18.93
751,279,Smash Burger,2,7.70
752,279,Smash Burger,1,13.54
753,279,Cheeseburger,3,19.43
754,279,Cheeseburger,1,10.27
755,280,General Tso Bowl,3,13.72
756,281,Satay Skewers,1,8.22
757,281,Pad Thai,1,15.36
758,281,Satay Skewers,3,16.90
759,284,Cheeseburger,1,18.72
760,284,Cheeseburger,3,12.33
761,284,Smash Burger,2,20.36
762,284,Onion Rings,3,9.45
763,284,Chicken Burger,2,10.33
764,284,Chicken Burger,3,7.95
765,285,Greek Bowl,2,14.35
766,286,Loaded Fries,1,8.36
767,286,Caesar Salad,1,9.47
768,286,BBQ Wings,1,7.87
